appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
527430;Warhammer 40,000: Inquisitor - Martyr;2018-06-05;1;NeocoreGames;NeocoreGames;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;Indie;RPG";"Warhammer 40K;RPG;Action";14;3372;1931;1034;1152;100000-200000;33.99;['Action', 'Adventure', 'Indie', 'RPG'];Adventure;0.6358664906656609;2018;6.9411900550683745
609320;FAR: Lone Sails;2018-05-17;1;Okomotive;Mixtvision;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie";"Adventure;Indie;Atmospheric";14;3359;266;179;270;100000-200000;11.39;['Action', 'Adventure', 'Indie'];Adventure;0.9266206896551724;2018;5.187385805840755
637850;Confess My Love;2017-05-27;1;LR Studio;LR Studio;windows;0;"Single-player;Steam Achievements;Partial Controller Support";"Adventure;Free to Play;Indie;RPG";"Free to Play;RPG;Anime";21;3357;209;308;308;200000-500000;0.0;['Adventure', 'Free to Play', 'Indie', 'RPG'];Adventure;0.9413909141895681;2017;5.730099782973574
611790;House Party;2017-06-30;1;Eek! Games, LLC;Eek! Games, LLC;windows;18;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Adventure;Casual;Indie;Simulation;Early Access";"Early Access;Sexual Content;Nudity";32;3329;593;313;349;100000-200000;10.99;['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access'];Adventure;0.8488016318204997;2017;5.746203190540153
606280;Darksiders III;2018-11-27;1;Gunfire Games;THQ Nordic;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;RPG";"Action;Hack and Slash;Female Protagonist";59;3302;1368;1716;1851;100000-200000;44.99;['Action', 'Adventure', 'RPG'];Adventure;0.7070663811563169;2018;7.447751280047908
29800;Caster;2009-03-19;1;Elecorn;Elecorn;"windows;mac";0;"Single-player;Steam Trading Cards;Partial Controller Support";"Action;Adventure;Casual;Indie;RPG;Strategy";"Action;Indie;Adventure";0;3277;868;120;160;200000-500000;0.99;['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Adventure;0.7905910735826297;2009;4.787491742782046
268130;Heat Signature;2017-09-21;1;Suspicious Developments;Suspicious Developments;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Cloud";"Action;Adventure;Indie;Strategy";"Indie;Space;Action";70;3247;220;693;790;200000-500000;10.99;['Action', 'Adventure', 'Indie', 'Strategy'];Adventure;0.9365445630227863;2017;6.541029999189903
567640;Danganronpa V3: Killing Harmony;2017-09-25;1;Spike Chunsoft Co., Ltd.;Spike Chunsoft Co., Ltd.;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";Adventure;"Story Rich;Anime;Visual Novel";41;3240;571;2832;3642;100000-200000;30.99;['Adventure'];Adventure;0.850170558908423;2017;7.94873845481361
589360;Ni no Kuni™ II: Revenant Kingdom;2018-03-23;1;Level-5;BANDAI NAMCO Entertainment;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";"Adventure;RPG";"RPG;Anime;JRPG";63;3220;638;1871;2799;100000-200000;49.99;['Adventure', 'RPG'];Adventure;0.8346293416277865;2018;7.534228326274089
851100;Touhou Luna Nights;2019-02-25;1;"Vaka Game Magazine;Team Ladybug";"Vaka Game Magazine;AGM PLAYISM";windows;0;"Single-player;Partial Controller Support";"Action;Adventure;Indie";"Metroidvania;2D;Action";0;3199;75;158;158;100000-200000;13.99;['Action', 'Adventure', 'Indie'];Adventure;0.9770922419059255;2019;5.062595033026967
237630;DuckTales: Remastered;2013-08-13;1;WayForward;Capcom;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;Casual";"Platformer;Remake;Adventure";20;3198;523;240;313;200000-500000;11.99;['Action', 'Adventure', 'Casual'];Adventure;0.8594463853802741;2013;5.480638923341991
329110;Gems of War - Puzzle RPG;2014-11-20;1;Infinity Plus 2;505 Games;windows;0;"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud";"Action;Adventure;Casual;Free to Play;RPG;Strategy";"Free to Play;Match 3;RPG";62;3198;988;503;700;200000-500000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG', 'Strategy'];Adventure;0.7639751552795031;2014;6.220590170099739
307880;Savage Lands;2015-03-05;1;Last Bastion Studios LLC;Last Bastion Studios LLC;"windows;mac;linux";0;"Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud";"Action;Adventure;Indie;RPG;Simulation;Early Access";"Early Access;Survival;Open World";20;3196;2613;234;436;200000-500000;7.19;['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access'];Adventure;0.5501807540024101;2015;5.455321115357702
342180;Arizona Sunshine;2016-12-06;1;"Vertigo Games;Jaywalkers Interactive";Vertigo Games;windows;18;"Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards";"Action;Adventure;Indie";"Zombies;VR;Horror";42;3164;550;128;128;200000-500000;29.99;['Action', 'Adventure', 'Indie'];Adventure;0.8519116855142703;2016;4.852030263919617
530330;Blameless;2016-10-13;1;Vaclav Hudec;Blameless Games;"windows;mac";0;"Single-player;Steam Achievements;Captions available;Steam Cloud";"Adventure;Free to Play;Indie";"Free to Play;Horror;Adventure";4;3159;594;63;64;200000-500000;0.0;['Adventure', 'Free to Play', 'Indie'];Adventure;0.841726618705036;2016;4.143134726391533
320240;We Happy Few;2018-08-10;1;Compulsion Games;Gearbox Publishing;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud";"Action;Adventure;Indie";"Open World;Survival;Psychological Horror";50;3130;1333;308;308;100000-200000;44.99;['Action', 'Adventure', 'Indie'];Adventure;0.7013219807304504;2018;5.730099782973574
95400;ibb & obb;2014-05-26;1;"Sparpweed;Codeglue";Sparpweed;"windows;mac;linux";0;"Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;Indie";"Co-op;Puzzle;Local Co-Op";10;3125;211;255;284;200000-500000;8.99;['Action', 'Adventure', 'Indie'];Adventure;0.9367505995203836;2014;5.541263545158426
311310;Naval Action;2016-01-21;1;Game-Labs;Game-Labs;windows;0;"Multi-player;Online Multi-Player;MMO;Online Co-op";"Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy;Early Access";"Early Access;Naval;Open World";0;3117;2029;1536;1536;100000-200000;29.99;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access'];Adventure;0.6057131752817723;2016;7.336936913707618
332200;Axiom Verge;2015-05-14;1;Thomas Happ Games LLC;Thomas Happ Games LLC;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;Indie";"Metroidvania;Pixel Graphics;Platformer";29;3084;187;377;492;100000-200000;14.99;['Action', 'Adventure', 'Indie'];Adventure;0.9428309385509018;2015;5.932245187448011
353560;Plug & Play;2015-03-05;1;"Mario von Rickenbach;Michael Frei";Etter Studio;"windows;mac;linux";0;Single-player;"Adventure;Casual;Indie";"Indie;Short;Casual";0;3065;588;18;19;100000-200000;1.99;['Adventure', 'Casual', 'Indie'];Adventure;0.8390364084314262;2015;2.8903717578961645
352460;Dead Realm;2017-05-23;1;Section Studios;3BLACKDOT;"windows;mac";0;"Multi-player;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards";"Action;Adventure;Indie;Strategy";"Horror;Multiplayer;Survival Horror";37;3057;1601;114;131;100000-200000;10.99;['Action', 'Adventure', 'Indie', 'Strategy'];Adventure;0.6562902533276084;2017;4.736198448394496
597220;West of Loathing;2017-08-10;1;Asymmetric;Asymmetric;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Indie;RPG";"RPG;Comedy;Adventure";28;3039;74;441;568;200000-500000;8.29;['Adventure', 'Indie', 'RPG'];Adventure;0.9762287182781882;2017;6.089044875446846
523780;Emily is Away Too;2017-05-26;1;Kyle Seeley;Kyle Seeley;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats";"Adventure;Casual;Indie;RPG;Simulation";"Simulation;Indie;Casual";21;3036;225;530;530;100000-200000;3.99;['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'];Adventure;0.9310027598896045;2017;6.272877006546167
606150;Moonlighter;2018-05-29;1;Digital Sun;11 bit studios;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie";"Pixel Graphics;Adventure;Rogue-like";57;3035;833;819;991;100000-200000;15.49;['Action', 'Adventure', 'Indie'];Adventure;0.7846432264736298;2018;6.70808408385307
32440;LEGO® Star Wars™ - The Complete Saga;2009-11-12;1;"Traveller's Tales;Feral Interactive (Mac)";"LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac)";"windows;mac";0;"Single-player;Shared/Split Screen;Full controller support;Steam Cloud";Adventure;"LEGO;Star Wars;Adventure";0;3033;256;243;266;500000-1000000;15.49;['Adventure'];Adventure;0.9221647917300091;2009;5.493061443340548
499520;The Turing Test;2016-08-30;1;Bulkhead Interactive;Square Enix;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";Adventure;"Puzzle;First-Person;Space";15;3012;486;357;434;200000-500000;14.99;['Adventure'];Adventure;0.8610634648370498;2016;5.877735781779639
220860;McPixel;2012-09-25;1;Sos Sosowski;Sos Sosowski;"windows;mac";0;"Single-player;Steam Trading Cards;Steam Cloud;Includes level editor";"Action;Adventure;Indie";"Point & Click;Indie;Comedy";0;3000;581;136;166;200000-500000;2.99;['Action', 'Adventure', 'Indie'];Adventure;0.8377548170901983;2012;4.912654885736052
318430;Squishy the Suicidal Pig;2014-10-23;1;"Tomi Maarela;Elias Viglione";Panic Art Studios;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";"Adventure;Indie";"Indie;Platformer;Puzzle";11;2998;569;52;54;200000-500000;4.79;['Adventure', 'Indie'];Adventure;0.8404821979254276;2014;3.9512437185814275
317470;Cubic Castles;2014-08-13;1;Cosmic Cow LLC;Cosmic Cow LLC;windows;0;MMO;"Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer";"Free to Play;Building;Multiplayer";0;2981;1176;93;161;500000-1000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer'];Adventure;0.7171036805388501;2014;4.532599493153256
503300;Super Star;2016-08-11;1;Dream Works;Paradise Project;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie;Simulation";"Sexual Content;Nudity;Mature";32;2954;750;171;212;200000-500000;1.59;['Adventure', 'Indie', 'Simulation'];Adventure;0.7975161987041036;2016;5.14166355650266
259550;Hero of the Kingdom;2013-11-14;1;Lonely Troops;Lonely Troops;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Casual;Indie;RPG";"Casual;Adventure;Indie";38;2936;237;306;475;100000-200000;4.79;['Adventure', 'Casual', 'Indie', 'RPG'];Adventure;0.9253072801764891;2013;5.723585101952381
623940;HIVESWAP: Act 1;2017-09-14;1;What Pumpkin Games, Inc.;What Pumpkin Games, Inc.;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Indie;RPG";"Adventure;Point & Click;Great Soundtrack";44;2909;171;243;243;200000-500000;5.59;['Adventure', 'Indie', 'RPG'];Adventure;0.9444805194805195;2017;5.493061443340548
363930;Dead Age;2016-11-04;1;Silent Dreams;Headup;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;Casual;Indie;RPG;Simulation;Strategy";"Zombies;RPG;Survival";77;2889;595;555;555;200000-500000;10.99;['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];Adventure;0.8292192881745121;2016;6.318968113746434
359310;Evoland 2;2015-08-25;1;Shiro Games;Shiro Games;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Cloud";"Action;Adventure;Indie;RPG";"RPG;Adventure;Indie";38;2887;428;198;198;200000-500000;14.99;['Action', 'Adventure', 'Indie', 'RPG'];Adventure;0.8708898944193062;2015;5.288267030694535
627690;Idle Champions of the Forgotten Realms;2017-09-07;1;Codename Entertainment Inc.;Codename Entertainment Inc.;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases";"Action;Adventure;Free to Play;Indie;Strategy;Early Access";"Early Access;Clicker;Free to Play";129;2884;675;8508;3648;500000-1000000;0.0;['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy', 'Early Access'];Adventure;0.8103399831413318;2017;9.048762176320128
738520;Breathedge;2018-09-13;1;RedRuins Softworks;RedRuins Softworks;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Early Access";"Early Access;Survival;Space";9;2867;229;345;345;50000-100000;12.39;['Adventure', 'Early Access'];Adventure;0.9260335917312662;2018;5.84354441703136
607890;Sword Art Online: Hollow Realization Deluxe Edition;2017-10-27;1;AQURIA;BANDAI NAMCO Entertainment;windows;0;"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud";"Action;Adventure;Casual;RPG";"Anime;RPG;Multiplayer";53;2860;707;605;941;100000-200000;39.99;['Action', 'Adventure', 'Casual', 'RPG'];Adventure;0.8017942248388001;2017;6.405228458030842
587620;OKAMI HD / 大神 絶景版;2017-12-12;1;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";Adventure;"Adventure;Great Soundtrack;Mythology";51;2854;236;1737;1884;100000-200000;15.99;['Adventure'];Adventure;0.9236245954692557;2017;7.459914766241105
537180;Digimon Masters Online;2016-11-03;1;Move Games Co., Ltd.;MOVE ON USA CO.;windows;0;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases";"Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG";"Free to Play;Anime;Adventure";0;2836;1350;447;641;1000000-2000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG'];Adventure;0.6774964166268514;2016;6.102558594613569
237850;Dreamfall Chapters;2017-07-21;1;Red Thread Games;Red Thread Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Indie";"Adventure;Story Rich;Female Protagonist";59;2829;562;335;335;200000-500000;18.99;['Adventure', 'Indie'];Adventure;0.8342671778236508;2017;5.814130531825066
250420;8BitMMO;2015-01-26;1;Archive Entertainment;Archive Entertainment;"windows;mac;linux";0;"MMO;Steam Achievements;Steam Trading Cards;Includes level editor";"Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG";"Free to Play;Massively Multiplayer;Pixel Graphics";24;2822;1972;31;31;500000-1000000;0.0;['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];Adventure;0.5886524822695035;2015;3.4339872044851463
616560;Ultimate Epic Battle Simulator;2017-06-01;1;Brilliant Game Studios;Brilliant Game Studios;windows;0;Single-player;"Violent;Gore;Action;Adventure;Indie;Simulation;Strategy";"Simulation;Sandbox;War";0;2813;1349;677;677;200000-500000;11.39;['Violent', 'Gore', 'Action', 'Adventure', 'Indie', 'Simulation', 'Strategy'];Adventure;0.6758769822200865;2017;6.517671272912275
362490;Exanima;2015-04-29;1;Bare Mettle Entertainment;Bare Mettle Entertainment;windows;0;Single-player;"Action;Adventure;Indie;RPG;Simulation;Early Access";"Early Access;RPG;Physics";0;2804;806;547;547;100000-200000;10.99;['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access'];Adventure;0.7767313019390581;2015;6.304448802421981
